[GLOBAL/INFO] Launching StatBananaMaps version 1.6.3 (engine version 0.1.0)
[RENDER/DEBUG] Finished loading texture textures/icons/sigma.png as id 71
[RENDER/DEBUG] Finished loading texture textures/icons/reinhardt_red.png as id 72
[RENDER/DEBUG] Finished loading texture textures/icons/soldier76.png as id 73
[RENDER/DEBUG] Finished loading texture textures/icons/reaper_blue.png as id 74
[RENDER/DEBUG] Finished loading texture textures/icons/reinhardt.png as id 75
[RENDER/DEBUG] Finished loading texture textures/icons/roadhog_ult.png as id 76
[RENDER/DEBUG] Finished loading texture textures/icons/roadhog_red.png as id 77
[RENDER/DEBUG] Finished loading texture textures/icons/sigma_blue.png as id 78
[RENDER/DEBUG] Finished loading texture textures/icons/soldier76_red.png as id 79
[RENDER/DEBUG] Finished loading texture textures/icons/reinhardt_blue.png as id 80
[RENDER/DEBUG] Finished loading texture textures/icons/tracer_blue.png as id 81
[RENDER/DEBUG] Finished loading texture textures/icons/sombra_blue.png as id 82
[RENDER/DEBUG] Finished loading texture textures/icons/torbjorn.png as id 83
[RENDER/DEBUG] Finished loading texture textures/icons/symmetra_red.png as id 84
[RENDER/DEBUG] Finished loading texture textures/icons/symmetra_blue.png as id 85
[RENDER/DEBUG] Finished loading texture textures/icons/sombra.png as id 86
[RENDER/DEBUG] Finished loading texture textures/icons/symmetra.png as id 87
[RENDER/DEBUG] Finished loading texture textures/icons/torbjorn_blue.png as id 88
[RENDER/DEBUG] Finished loading texture textures/icons/roadhog_blue.png as id 89
[RENDER/DEBUG] Finished loading texture textures/icons/sombra_ult.png as id 90
[RENDER/DEBUG] Finished loading texture textures/icons/widowmaker_ult.png as id 91
[RENDER/DEBUG] Finished loading texture textures/icons/tracer_red.png as id 92
[RENDER/DEBUG] Finished loading texture textures/icons/tracer_ult.png as id 93
[RENDER/DEBUG] Finished loading texture textures/icons/widowmaker_blue.png as id 94
[RENDER/DEBUG] Finished loading texture textures/icons/winston_red.png as id 95
[RENDER/DEBUG] Finished loading texture textures/icons/widowmaker_red.png as id 96
[RENDER/DEBUG] Finished loading texture textures/icons/winston.png as id 97
[RENDER/DEBUG] Finished loading texture textures/icons/winston_ult.png as id 98
[RENDER/DEBUG] Finished loading texture textures/icons/widowmaker.png as id 99
[RENDER/DEBUG] Finished loading texture textures/icons/symmetra_ult.png as id 100
[RENDER/DEBUG] Finished loading texture textures/icons/baptiste_blue.png as id 101
[RENDER/DEBUG] Finished loading texture textures/icons/baptiste_red.png as id 102
[RENDER/DEBUG] Finished loading texture textures/icons/ashe_blue.png as id 103
[RENDER/DEBUG] Finished loading texture textures/icons/symet.png as id 104
[RENDER/DEBUG] Finished loading texture textures/icons/sym_turret.png as id 105
[RENDER/DEBUG] Finished loading texture textures/icons/ashe_ult.png as id 106
[RENDER/DEBUG] Finished loading texture textures/icons/zenyatta.png as id 107
[RENDER/DEBUG] Finished loading texture textures/icons/zenyatta_ult.png as id 108
[RENDER/DEBUG] Finished loading texture textures/icons/baptiste.png as id 109
[RENDER/DEBUG] Finished loading texture textures/icons/hammond_blue.png as id 110
[RENDER/DEBUG] Finished loading texture textures/icons/hero_change.png as id 111
[RENDER/DEBUG] Finished loading texture textures/icons/baptiste_immortality_field.png as id 112
[RENDER/DEBUG] Finished loading texture textures/icons/widow_mine.png as id 113
[RENDER/DEBUG] Finished loading texture textures/icons/down_arrow.png as id 114
[RENDER/DEBUG] Finished loading texture textures/icons/kill.png as id 115
[RENDER/DEBUG] Finished loading texture textures/icons/sigma_barrier.png as id 116
[RENDER/DEBUG] Finished loading texture textures/icons/soldier_heal.png as id 117
[RENDER/DEBUG] Finished loading texture textures/icons/hanzo_sonic.png as id 118
[RENDER/DEBUG] Finished loading texture textures/icons/junkrat_trap.png as id 119
[RENDER/DEBUG] Finished loading texture textures/icons/mccree_flash.png as id 120
[RENDER/DEBUG] Finished loading texture textures/settingsicon.png as id 121
[RENDER/DEBUG] Finished loading texture textures/toolbackground.png as id 122
[RENDER/DEBUG] Finished loading texture textures/checkbox.png as id 123
[RENDER/DEBUG] Finished loading texture textures/icons/point_blue.png as id 124
[RENDER/DEBUG] Finished loading texture textures/icons/point_b.png as id 125
[RENDER/DEBUG] Finished loading texture textures/whitebox_left.png as id 126
[RENDER/DEBUG] Finished loading texture textures/smallhealth.png as id 127
[RENDER/DEBUG] Finished loading texture textures/largehealth.png as id 128
[RENDER/DEBUG] Finished loading texture textures/icons/respawn.png as id 129
[RENDER/DEBUG] Finished loading texture textures/icons/ultimate.png as id 130
[RENDER/DEBUG] Finished loading texture textures/icons/box_select.png as id 131
[RENDER/DEBUG] Finished loading texture textures/icons/box_select_set.png as id 132
[RENDER/DEBUG] Finished loading texture textures/icons/freedraw.png as id 133
[RENDER/DEBUG] Finished loading texture textures/icons/arrow.png as id 134
[RENDER/DEBUG] Finished loading texture textures/icons/highlight_ring.png as id 135
[RENDER/DEBUG] Finished loading texture textures/icons/circle.png as id 136
[RENDER/DEBUG] Finished loading texture textures/icons/freedraw_select.png as id 137
[RENDER/DEBUG] Finished loading texture textures/icons/erase_select.png as id 138
[RENDER/DEBUG] Finished loading texture textures/icons/line_select.png as id 139
[RENDER/DEBUG] Finished loading texture textures/icons/erase.png as id 140
[RENDER/DEBUG] Finished loading texture textures/icons/nohero.png as id 141
[RENDER/DEBUG] Finished loading texture textures/arrow.png as id 142
[RENDER/DEBUG] Finished loading texture textures/circle.png as id 143
[RENDER/DEBUG] Finished loading texture textures/icons/text_select.png as id 144
[RENDER/DEBUG] Finished loading texture textures/icons/arrow_select.png as id 145
[RENDER/DEBUG] Finished loading texture textures/icons/text.png as id 146
[RENDER/DEBUG] Finished loading texture textures/line.png as id 147
[RENDER/DEBUG] Finished loading texture textures/icons/line.png as id 148
[RENDER/DEBUG] Finished loading texture textures/icons/circle_select.png as id 149
[RENDER/DEBUG] Finished loading texture textures/arrowbutton.png as id 150
[RENDER/DEBUG] Finished loading texture textures/whitebox_center.png as id 151
[RENDER/DEBUG] Finished loading texture textures/whitebox_right.png as id 152
[RENDER/DEBUG] Finished loading texture textures/icons/payloadicon.png as id 153
[RENDER/DEBUG] Finished loading texture textures/checkbox_full.png as id 154
[RENDER/DEBUG] Finished loading texture textures/icons/point_red.png as id 155
[RENDER/DEBUG] Finished loading texture textures/icons/payload.png as id 156
[RENDER/DEBUG] Finished loading texture textures/icons/point_a.png as id 157
[RENDER/DEBUG] Finished loading texture textures/icons/mei_wall.png as id 158
[RENDER/DEBUG] Finished loading texture textures/icons/sombra_hack.png as id 159
[RENDER/DEBUG] Finished loading texture textures/icons/sombra_recall.png as id 160
[RENDER/DEBUG] Finished loading texture textures/icons/baptiste_ult.png as id 161
[RENDER/DEBUG] Finished loading texture textures/icons/junkrat_mine.png as id 162
[RENDER/DEBUG] Finished loading texture textures/icons/torb.png as id 163
[RENDER/DEBUG] Finished loading texture textures/icons/hammond.png as id 164
[RENDER/DEBUG] Finished loading texture textures/icons/ashe_red.png as id 165
[RENDER/DEBUG] Finished loading texture textures/icons/zarya.png as id 166
[RENDER/DEBUG] Finished loading texture textures/icons/zarya_ult.png as id 167
[RENDER/DEBUG] Finished loading texture textures/icons/ashe.png as id 168
[RENDER/DEBUG] Finished loading texture textures/icons/zarya_red.png as id 169
[RENDER/DEBUG] Finished loading texture textures/icons/hammond_ult.png as id 170
[RENDER/DEBUG] Finished loading texture textures/icons/zarya_blue.png as id 171
[RENDER/DEBUG] Finished loading texture textures/icons/zenyatta_red.png as id 172
[RENDER/DEBUG] Finished loading texture textures/icons/hammond_red.png as id 173
[RENDER/DEBUG] Finished loading texture textures/icons/zenyatta_blue.png as id 174
[RENDER/DEBUG] Finished loading texture textures/icons/winston_blue.png as id 175
[RENDER/DEBUG] Finished loading texture textures/icons/torbjorn_ult.png as id 176
[RENDER/DEBUG] Finished loading texture textures/icons/symmetra_ult2.png as id 177
[RENDER/DEBUG] Finished loading texture textures/icons/torbjorn_red.png as id 178
[RENDER/DEBUG] Finished loading texture textures/icons/tracer.png as id 179
[RENDER/DEBUG] Finished loading texture textures/icons/soldier76_blue.png as id 180
[RENDER/DEBUG] Finished loading texture textures/icons/soldier76_ult.png as id 181
[RENDER/DEBUG] Finished loading texture textures/icons/sombra_red.png as id 182
[RENDER/DEBUG] Finished loading texture textures/icons/sigma_ult.png as id 183
[RENDER/DEBUG] Finished loading texture textures/icons/roadhog.png as id 184
[RENDER/DEBUG] Finished loading texture textures/icons/sigma_red.png as id 185
[RENDER/DEBUG] Finished loading texture textures/icons/orisa_blue.png as id 186
[RENDER/DEBUG] Finished loading texture textures/icons/orisa_ult.png as id 187
[RENDER/DEBUG] Finished loading texture textures/icons/orisa.png as id 188
[RENDER/DEBUG] Finished loading texture textures/icons/mercy_red.png as id 189
[RENDER/DEBUG] Finished loading texture textures/icons/moira.png as id 190
[RENDER/DEBUG] Finished loading texture textures/icons/mercy_ult.png as id 191
[RENDER/DEBUG] Finished loading texture textures/icons/moira_blue.png as id 192
[RENDER/DEBUG] Finished loading texture textures/icons/moira_ult.png as id 193
[RENDER/DEBUG] Finished loading texture textures/icons/mercy.png as id 194
[RENDER/DEBUG] Finished loading texture textures/icons/moira_red.png as id 195
[RENDER/DEBUG] Finished loading texture textures/icons/mei_blue.png as id 196
[RENDER/DEBUG] Finished loading texture textures/icons/mei.png as id 197
[RENDER/DEBUG] Finished loading texture textures/icons/mccree_blue.png as id 198
[RENDER/DEBUG] Finished loading texture textures/icons/mccree.png as id 199
[RENDER/DEBUG] Finished loading texture textures/icons/lucio_red.png as id 200
[RENDER/DEBUG] Finished loading texture textures/icons/brig_ult.png as id 201
[RENDER/DEBUG] Finished loading texture textures/icons/echo_ult.png as id 202
[RENDER/DEBUG] Finished loading texture textures/icons/doomfist_blue.png as id 203
[RENDER/DEBUG] Finished loading texture textures/icons/dva_ult.png as id 204
[RENDER/DEBUG] Finished loading texture textures/icons/junkrat.png as id 205
[RENDER/DEBUG] Finished loading texture textures/icons/brig_red.png as id 206
[RENDER/DEBUG] Finished loading texture textures/icons/ana_blue.png as id 207
[RENDER/DEBUG] Finished loading texture textures/icons/doomfist_ult.png as id 208
[RENDER/DEBUG] Finished loading texture textures/icons/dva.png as id 209
[RENDER/DEBUG] Finished loading texture textures/icons/brig_blue.png as id 210
[RENDER/DEBUG] Finished loading texture textures/icons/ana_ult.png as id 211
[RENDER/DEBUG] Finished loading texture textures/icons/doomfist.png as id 212
[RENDER/DEBUG] Finished loading texture textures/icons/bastion_blue.png as id 213
[RENDER/DEBUG] Finished loading texture textures/icons/bastion_red.png as id 214
[GLOBAL/INFO] Starting shutdown.
[RENDER/DEBUG] Shutting down render system.
